"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/13097","2013-09-06","Department for Transport","2013-09-04","To ask the Secretary of State for Transport, what recent assessment he has made of the use of the Pantone Reactor in vehicles and its potential effect on reducing carbon emissions; and if he will make a statement.","Biography information for Mr Laurence Robertson","Mr Laurence Robertson","House of Commons Tabled Parliamentary Question 2013/14 168153","168153"
"http://data.parliament.uk/resources/13098","2013-09-09","Department for Transport","2013-09-04","To ask the Secretary of State for Transport, how the Government is able to calculate when a foreign vehicle is liable to begin paying road tax.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2013/14 168168","168168"
"http://data.parliament.uk/resources/13099","2013-09-06","Department for Energy and Climate Change","2013-09-04","To ask the Secretary of State for Energy and Climate Change, what analysis or research his Department has conducted or commissioned on the relationship between outside temperature and (a) energy expenditure and (b) energy usage among (i) elderly people and (ii) people in fuel poverty.","Biography information for John Robertson","John Robertson","House of Commons Tabled Parliamentary Question 2013/14 168148","168148"
"http://data.parliament.uk/resources/13100","2013-09-06","Department of Health","2013-09-04","To ask the Secretary of State for Health, what estimate he has made of the cost to the NHS for each patient who does not attend a booked appointment without cancelling in (a) GP surgeries and (b) clinics.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2013/14 168154","168154"
"http://data.parliament.uk/resources/13101","2013-09-06","Department of Health","2013-09-04","To ask the Secretary of State for Health, how many patients did not attend appointments in the NHS without cancelling in advance in each of the last five years.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2013/14 168155","168155"
"http://data.parliament.uk/resources/13102","2013-09-06","Ministry of Defence","2013-09-04","To ask the Secretary of State for Defence, whether existing test and diagnostic equipment will be used in the Warrior CSP upgrade programme.","Biography information for Alison Seabeck","Alison Seabeck","House of Commons Tabled Parliamentary Question 2013/14 168149","168149"
"http://data.parliament.uk/resources/13103","2013-09-06","Department of Health","2013-09-04","To ask the Secretary of State for Health, what the estimated cost to the NHS was of missed appointments, without patients cancelling in advance, in each of the last five years.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2013/14 168156","168156"
"http://data.parliament.uk/resources/13104","2013-09-06","Department of Health","2013-09-04","To ask the Secretary of State for Health, what discussions he has had with NHS England on ways to minimise the financial loss and time wasted by patients not attending appointments.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2013/14 168157","168157"
"http://data.parliament.uk/resources/13105","2013-09-06","HM Treasury","2013-09-04","To ask Mr Chancellor of the Exchequer, what estimate he has made of the savings to the public purse if the new Tax-Free Childcare scheme was restricted to parents earning less than (a) £100,000, (b) £90,000, (c) £80,000, (d) £75,000, (e) £70,000, (f) £65,000 and (g) £60,000 per annum.","Biography information for Kate Green","Kate Green","House of Commons Tabled Parliamentary Question 2013/14 168150","168150"
"http://data.parliament.uk/resources/13106","2013-09-06","HM Treasury","2013-09-04","To ask Mr Chancellor of the Exchequer, if he will estimate the potential additional revenue to the Exchequer arising from a 60 per cent. tax rate on earnings above £500,000 per annum; and if he will make a statement.","Biography information for Jonathan Edwards","Jonathan Edwards","House of Commons Tabled Parliamentary Question 2013/14 168173","168173"
"http://data.parliament.uk/resources/13107","2013-09-06","Ministry of Justice","2013-09-04","To ask the Secretary of State for Justice, what meetings (a) ministers and (b) officials in his Department have had with companies or organisations in relation to the sale or purchase of HM Prison (i) Blundeston, (ii) Dorchester, (iii) Northallerton and (iv) Reading.","Biography information for Mr David Anderson","Mr David Anderson","House of Commons Tabled Parliamentary Question 2013/14 168174","168174"
"http://data.parliament.uk/resources/13108","2013-09-09","Department for Business, Innovation and Skills","2013-09-04","To ask the Secretary of State for Business, Innovation and Skills, what proportion of firms participating in the GrowthAccelerator scheme were existing clients of (a) lead contractors, (b) coaches and (c) growth managers before signing up to the scheme.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 168182","168182"
"http://data.parliament.uk/resources/13109","2013-09-06","HM Treasury","2013-09-04","To ask Mr Chancellor of the Exchequer, what recent discussions his Department has had with the Scottish government on shovel-ready projects financed by the additional £395 million provided in the last Autumn Statement.","Biography information for Iain McKenzie","Iain McKenzie","House of Commons Tabled Parliamentary Question 2013/14 168175","168175"
"http://data.parliament.uk/resources/13110","2013-09-09","Department for Business, Innovation and Skills","2013-09-04","To ask the Secretary of State for Business, Innovation and Skills, whether investigations have been carried out by officials in his Department into allegations that coaches working on the GrowthAccelerator programme are paying the fees of clients.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 168183","168183"
"http://data.parliament.uk/resources/13111","2013-09-09","Department for Business, Innovation and Skills","2013-09-04","To ask the Secretary of State for Business, Innovation and Skills, how many businesses with (a) up to four employees, (b) five to 49 employees and (c) between 50 and 249 employees are participating in the GrowthAccelerator scheme (i) nationally and (ii) in each region.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 168184","168184"
"http://data.parliament.uk/resources/13112","2013-09-06","Speaker's Committee for Independent Parliamentary Standards Authority","2013-09-04","To ask the hon. Member for Broxbourne, representing the Speaker's Committee for the Independent Parliamentary Standards Authority, on which dates the Independent Parliamentary Standards Authority (IPSA) has held meetings with (a) Ministers and (b) officials of HM Treasury since 1 January 2013; which Ministers and officials attended each such meeting; and what subjects were discussed at each such meeting.","Biography information for Sir Bob Russell","Sir Bob Russell","House of Commons Tabled Parliamentary Question 2013/14 168176","168176"
